"Game_id"	"Event_Num"	"Event_Msg_Type"	"Period"	"WC_Time"	"PC_Time"	"Action_Type"	"Option1"	"Option2"	"Option3"	"Team_id"	"Person1"	"Person2"	"Person3"	"Team_id_type"	"Person1_type"	"Person2_type"	"Person3_type"
"006728e4c10e957011e1f24878e6054a"	27	7	1	548330	6150	1	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c9ef395e3fd4c1dda4a4427fd86ec1d6"	"0370a0d090da0d0edc6319f120187e0e"	"a1277b068e23d54de9770dd59b31879e"	2	0	0	1
"006728e4c10e957011e1f24878e6054a"	28	1	1	548480	6050	79	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	29	2	1	548640	5880	3	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"99104de2626f67c1fa2ce70504970c3f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	30	4	1	548670	5860	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	31	1	1	548700	5820	79	2	1	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	32	5	1	548860	5660	2	1	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	3	5	4	0
"006728e4c10e957011e1f24878e6054a"	34	1	1	548920	5610	79	3	1	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	36	9	1	548980	5600	1	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"c9ef395e3fd4c1dda4a4427fd86ec1d6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	3	0	0
"006728e4c10e957011e1f24878e6054a"	37	6	1	551260	5500	1	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"618f6d58ab2881152607c2a6e057bc51"	"e814950408915f43de2b079dce7c21c5"	"0b1c631effab25d4af2d16fc123c3d31"	3	4	5	1
"006728e4c10e957011e1f24878e6054a"	40	2	1	551560	5370	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"e814950408915f43de2b079dce7c21c5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	41	4	1	551590	5340	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"99104de2626f67c1fa2ce70504970c3f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	42	2	1	551640	5300	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"d81d912f81fa43178f423aa89a713e96"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	43	4	1	551670	5260	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"8d2127290c94bd41b82a2938734bc750"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	44	6	1	551820	5130	1	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"42e0d7167f04a4ff958c6442da0e6851"	"227d578f7628770519b586873c704e07"	2	5	4	1
"006728e4c10e957011e1f24878e6054a"	46	2	1	551990	5080	101	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	47	4	1	552000	5070	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"42e0d7167f04a4ff958c6442da0e6851"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	48	1	1	552010	5050	1	3	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"618f6d58ab2881152607c2a6e057bc51"	"42e0d7167f04a4ff958c6442da0e6851"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	50	6	1	552170	4920	27	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"766802a8fda500d7945950de7398c9c6"	"d81d912f81fa43178f423aa89a713e96"	"227d578f7628770519b586873c704e07"	3	4	5	1
"006728e4c10e957011e1f24878e6054a"	52	1	1	552520	4800	6	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	53	1	1	552590	4740	1	3	1	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	54	1	1	552720	4600	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"616281dee946056b071699476fdee9ec"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"006728e4c10e957011e1f24878e6054a"	56	1	1	552870	4450	80	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	57	1	1	553060	4260	78	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"99104de2626f67c1fa2ce70504970c3f"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"006728e4c10e957011e1f24878e6054a"	59	2	1	553180	4130	1	3	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"42e0d7167f04a4ff958c6442da0e6851"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	60	4	1	553220	4100	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	61	2	1	553240	4080	1	3	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	62	4	1	553270	4050	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"42e0d7167f04a4ff958c6442da0e6851"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	63	2	1	553280	4040	1	3	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"618f6d58ab2881152607c2a6e057bc51"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	64	4	1	553310	4010	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"99104de2626f67c1fa2ce70504970c3f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"006728e4c10e957011e1f24878e6054a"	65	2	1	553440	3890	86	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	66	4	1	553460	3850	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"618f6d58ab2881152607c2a6e057bc51"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	67	6	1	553520	3830	1	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"e814950408915f43de2b079dce7c21c5"	"766802a8fda500d7945950de7398c9c6"	"227d578f7628770519b586873c704e07"	2	5	4	1
"006728e4c10e957011e1f24878e6054a"	69	2	1	553810	3710	63	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	71	2	1	553860	3680	97	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"8d2127290c94bd41b82a2938734bc750"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	70	4	1	553860	3680	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"8d2127290c94bd41b82a2938734bc750"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	72	4	1	553870	3680	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c9ef395e3fd4c1dda4a4427fd86ec1d6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	3	0	0
"006728e4c10e957011e1f24878e6054a"	73	2	1	554030	3530	79	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"e814950408915f43de2b079dce7c21c5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	74	4	1	554060	3500	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"42e0d7167f04a4ff958c6442da0e6851"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	75	2	1	554190	3370	101	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"618f6d58ab2881152607c2a6e057bc51"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	76	4	1	554210	3350	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"99104de2626f67c1fa2ce70504970c3f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"006728e4c10e957011e1f24878e6054a"	77	1	1	554270	3290	101	2	1	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"006728e4c10e957011e1f24878e6054a"	79	2	1	554460	3100	6	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	81	4	1	554460	3100	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"eb663a4ba8e90722905ef24a17c00df1"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	2	0	0
"006728e4c10e957011e1f24878e6054a"	82	8	1	554600	3100	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"42e0d7167f04a4ff958c6442da0e6851"	"f4a5ca938177c407a9dab5412e39498f"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	84	20	1	554800	3000	3	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	0	0	0
"006728e4c10e957011e1f24878e6054a"	85	8	1	554820	3000	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"99104de2626f67c1fa2ce70504970c3f"	"4413c19cf092bda39332d7833c90bfe6"	"0370a0d090da0d0edc6319f120187e0e"	2	5	5	0
"006728e4c10e957011e1f24878e6054a"	87	1	1	555140	2880	79	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"f4a5ca938177c407a9dab5412e39498f"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	89	2	1	555340	2680	86	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"e814950408915f43de2b079dce7c21c5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	90	4	1	555370	2650	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"8d2127290c94bd41b82a2938734bc750"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	91	2	1	555520	2500	6	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	92	4	1	555530	2480	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"e814950408915f43de2b079dce7c21c5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"006728e4c10e957011e1f24878e6054a"	93	1	1	555610	2410	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"e814950408915f43de2b079dce7c21c5"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"006728e4c10e957011e1f24878e6054a"	95	9	1	555650	2390	1	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"eb663a4ba8e90722905ef24a17c00df1"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	2	0	0
"006728e4c10e957011e1f24878e6054a"	96	8	1	557520	2390	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"618f6d58ab2881152607c2a6e057bc51"	"ae53f8ba6761b64a174051da817785bc"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	98	8	1	557520	2390	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"d81d912f81fa43178f423aa89a713e96"	"44230324724c84f122ac62a5f0918314"	"0370a0d090da0d0edc6319f120187e0e"	2	5	5	0
"006728e4c10e957011e1f24878e6054a"	97	8	1	557520	2390	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"8d2127290c94bd41b82a2938734bc750"	"5db9c1c8184510fee8161e7fafdc9c49"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	102	2	1	557980	2220	86	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"f4a5ca938177c407a9dab5412e39498f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	103	4	1	558010	2190	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"006728e4c10e957011e1f24878e6054a"	104	2	1	558050	2150	58	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	105	4	1	558070	2130	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	106	2	1	558100	2100	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"44230324724c84f122ac62a5f0918314"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	107	4	1	558140	2100	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"f4a5ca938177c407a9dab5412e39498f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	108	5	1	558190	2020	45	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"a1277b068e23d54de9770dd59b31879e"	2	4	0	1
"006728e4c10e957011e1f24878e6054a"	109	2	1	558290	1950	79	2	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"616281dee946056b071699476fdee9ec"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	110	4	1	558320	1920	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"f4a5ca938177c407a9dab5412e39498f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	111	2	1	558380	1860	1	3	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"5db9c1c8184510fee8161e7fafdc9c49"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	112	4	1	558420	1850	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"eb663a4ba8e90722905ef24a17c00df1"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	2	0	0
"006728e4c10e957011e1f24878e6054a"	113	8	1	558480	1850	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"616281dee946056b071699476fdee9ec"	"5cce6ffa455e6372d9de0de400482ab6"	"0370a0d090da0d0edc6319f120187e0e"	2	5	5	0
"006728e4c10e957011e1f24878e6054a"	115	8	1	558570	1850	0	0	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"c5dd5b2e3b975f0849d9b74e74125cb9"	"2ad626904c8b28cceb8e12c624a84240"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"006728e4c10e957011e1f24878e6054a"	117	6	1	558890	1710	2	1	0	2	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"4413c19cf092bda39332d7833c90bfe6"	"ae53f8ba6761b64a174051da817785bc"	"a1277b068e23d54de9770dd59b31879e"	2	5	4	1
"006728e4c10e957011e1f24878e6054a"	119	3	1	559140	1710	11	1	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"ae53f8ba6761b64a174051da817785bc"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	120	3	1	559320	1710	12	1	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"ae53f8ba6761b64a174051da817785bc"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"006728e4c10e957011e1f24878e6054a"	121	2	1	559480	1570	1	3	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"48ec4e6c52f418d5ca4ef510ba473ea0"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"006728e4c10e957011e1f24878e6054a"	122	4	1	559510	1530	0	0	0	0	"45ba8fc87f55b1191c50c400dc7ed11c"	"f4a5ca938177c407a9dab5412e39498f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"006728e4c10e957011e1f24878e6054a"	123	2	1	559610	1440	6	2	0	0	"01be0ad4af7aeb1f6d2cc2b6b6d6d811"	"766802a8fda500d7945950de7398c9c6"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
